source,target,weight
1149769979975426048,1242948664110321664,2
1149769979975426048,237670274,2
1149769979975426048,267568419,12
1149769979975426048,291185646,5
1150298329,1241307294148825093,15
1150298329,1242948664110321664,8
1150298329,17099285,11
1150298329,21184930,1
1150298329,267568419,13
1150298329,26786705,1
1150298329,291185646,18
1150298329,3327887445,1
1150298329,381492307,5
1150298329,941876475900452864,1
1150298329,987667321815752704,3
1150445672061198337,1242948664110321664,1
1150445672061198337,19614615,1
1150445672061198337,267568419,1
1150748364834824194,1241307294148825093,1
1150748364834824194,1242948664110321664,3
1150748364834824194,287688514,1
1150754742668316673,1245303428169031681,1
1150754742668316673,235205460,1
1150754742668316673,267568419,1
1150754742668316673,312191671,1
1150754742668316673,47722415,1
1150754742668316673,920442482411831302,1
1151471828,1241307294148825093,1
1151471828,1242948664110321664,1
1151471828,267568419,1
1151471828,291185646,1
1151471828,970750761071194117,1
1151484902237528065,1241307294148825093,1
1151484902237528065,1242948664110321664,4
1152642042482139136,1242948664110321664,3
1152694012798808066,1242948664110321664,1
1152722249406959616,267568419,2
1153800001484722176,267568419,4
1153800001484722176,883016728426536960,1
1154025256622985216,883016728426536960,1
1155954006562226183,1213154927725273088,1
1155954006562226183,1242948664110321664,1
1155954006562226183,165095818,1
1155954006562226183,19905440,1
1155954006562226183,216299334,1
1155954006562226183,25465356,1
1155954006562226183,291185646,1
1155954006562226183,307626760,1
1155954006562226183,32871086,1
1155954006562226183,349300271,1
1155954006562226183,40263860,1
1155954006562226183,41788605,1
1155954006562226183,577655206,1
1155954006562226183,59675482,1
1155954006562226183,715822974327263232,1
1155954006562226183,827161917609357313,1
1155954006562226183,872892583814483968,1
1155954006562226183,88733231,1
1156130717929287682,883016728426536960,1
1156376329660579843,1241307294148825093,2
1156376329660579843,1242948664110321664,1
1156376329660579843,267568419,2
115671519,1186755627588210696,3
115671519,1241307294148825093,8
115671519,1242948664110321664,4
115671519,21184930,1
115671519,267568419,7
115671519,291185646,3
115671519,301705809,4
115671519,4847901676,8
115671519,527018132,3
115671519,74835605,1
115671519,822180013340553216,1
115671519,883016728426536960,3
1157585948672217088,1241307294148825093,5
1157585948672217088,1242948664110321664,6
1157585948672217088,267568419,1
1157585948672217088,536360107,2
1157593181271158784,1241307294148825093,1
1157593181271158784,1242948664110321664,1
1157765119595679745,1241307294148825093,1
1157765119595679745,1242948664110321664,1
1157765119595679745,2393124608,5
1158216217854976001,1241307294148825093,1
1158216217854976001,1242948664110321664,1
1158509337557512194,1241307294148825093,2
1158509337557512194,1242948664110321664,1
1158509337557512194,237670274,1
